Stay,Investigate,Relocate
0.0,-0.25,-190.87417673327036
0.0,-0.25,-158.14642941773266
0.0,-0.25,-154.1706421633823
0.0,-0.25,-183.11940544999666
0.0,-0.25,-125.81143114995395
0.0,-0.25,-153.47810847016328
0.0,-0.25,-179.91213976745965
0.0,-0.25,-149.00557971904513
0.0,-0.25,-168.3401400838286
0.0,-0.25,-178.58087292571958
0.0,-0.25,-175.60375327450143
0.0,-0.25,-164.80113319040623
0.0,-0.25,-144.27335324964525
0.0,-0.25,-160.64164747524407
0.0,-0.25,-142.47089186997937
0.0,-0.25,-159.38017017753705
0.0,-0.25,-152.75613418816368
0.0,-0.25,-135.74337847344947
0.0,-0.25,-186.9786039750203
0.0,-0.25,-156.09573172715048
0.0,-0.25,-163.3033686387946
0.0,-0.25,-152.1609740762872
0.0,-0.25,-161.08887205790924
0.0,-0.25,-149.3846992877727
0.0,-0.25,-140.82206091809226
0.0,-0.25,-149.22401251549462
0.0,-0.25,-181.72007859470324
0.0,-0.25,-192.39203704261905
0.0,-0.25,-172.22186727733308
0.0,-0.25,-154.60570546160042
0.0,-0.25,-142.3438837592633
0.0,-0.25,-160.11086643417343
0.0,-0.25,-170.75425963979126
0.0,-0.25,-156.81873661097933
0.0,-0.25,-165.19103047243468
0.0,-0.25,-163.09352094771756
0.0,-0.25,-161.384719604003
0.0,-0.25,-153.91965171878599
0.0,-0.25,-158.19862181255849
0.0,-0.25,-163.05851973146687
0.0,-0.25,-167.1147952844612
0.0,-0.25,-171.8759065119234
0.0,-0.25,-158.07539016800825
0.0,-0.25,-184.32906230929507
0.0,-0.25,-186.42022167025416
0.0,-0.25,-161.39925360308914
0.0,-0.25,-146.99639380185909
0.0,-0.25,-181.14675878564265
0.0,-0.25,-160.7158545114965
0.0,-0.25,-197.94712659287626
0.0,-0.25,-189.01160815380842
0.0,-0.25,-171.1659569743028
0.0,-0.25,-180.05610223509564
0.0,-0.25,-179.87371188482084
0.0,-0.25,-153.4861816650292
0.0,-0.25,-165.60832595554368
0.0,-0.25,-170.83753322139736
0.0,-0.25,-181.37670713435713
0.0,-0.25,-177.11822747189137
0.0,-0.25,-162.36696595140126
0.0,-0.25,-151.52726514627332
0.0,-0.25,-188.3040059676175
0.0,-0.25,-165.82234194573937
0.0,-0.25,-159.16112522577023
0.0,-0.25,-169.32132886577264
0.0,-0.25,-185.13109302338722
0.0,-0.25,-180.987686726402
0.0,-0.25,-146.01851010626936
0.0,-0.25,-162.63827149785888
0.0,-0.25,-192.24870153280298
0.0,-0.25,-130.7749628603571
0.0,-0.25,-174.26675118549758
0.0,-0.25,-194.54846517294214
0.0,-0.25,-164.53861603625265
0.0,-0.25,-168.01325775478344
0.0,-0.25,-167.63891183803264
0.0,-0.25,-149.91913636863475
0.0,-0.25,-189.99457244053764
0.0,-0.25,-181.73646195056114
0.0,-0.25,-160.19073683828543
0.0,-0.25,-157.2347385855198
0.0,-0.25,-165.66888815773177
0.0,-0.25,-151.52573667924565
0.0,-0.25,-184.96207186563524
0.0,-0.25,-142.4635427083989
0.0,-0.25,-154.8537695503691
0.0,-0.25,-154.05283633035376
0.0,-0.25,-167.93453020028682
0.0,-0.25,-169.76514762857883
0.0,-0.25,-190.78737898462848
0.0,-0.25,-132.24071128509408
0.0,-0.25,-138.58864951978714
0.0,-0.25,-155.34581005101816
0.0,-0.25,-181.19408605915484
0.0,-0.25,-161.20800029852975
0.0,-0.25,-160.87518677348243
0.0,-0.25,-165.92163471230324
0.0,-0.25,-168.99788086966086
0.0,-0.25,-175.43698063230912
0.0,-0.25,-175.98721833710866
0.0,-0.25,-171.0122264235797
0.0,-0.25,-145.15944108880225
0.0,-0.25,-166.9124637312143
0.0,-0.25,-134.529945738653
0.0,-0.25,-161.65966407451384
0.0,-0.25,-152.97287469804274
0.0,-0.25,-161.4251681209927
0.0,-0.25,-169.0636900586251
0.0,-0.25,-162.42721110021384
0.0,-0.25,-175.9384661234351
0.0,-0.25,-178.04108689999933
0.0,-0.25,-134.62980583221713
0.0,-0.25,-153.24773598363296
0.0,-0.25,-177.1487597842469
0.0,-0.25,-163.5752830526567
0.0,-0.25,-171.73091688036618
0.0,-0.25,-147.11843973578863
0.0,-0.25,-158.2280002249433
0.0,-0.25,-138.98886677319865
0.0,-0.25,-163.0517543617899
0.0,-0.25,-129.2452912884974
0.0,-0.25,-179.69634617560854
0.0,-0.25,-157.11440933794924
0.0,-0.25,-182.20806031483372
0.0,-0.25,-159.99591420464907
0.0,-0.25,-159.68129510424797
0.0,-0.25,-162.41872819383397
0.0,-0.25,-179.11919085877744
0.0,-0.25,-137.96400554839244
0.0,-0.25,-186.80351259718572
0.0,-0.25,-171.17060932526618
0.0,-0.25,-176.9303210995525
0.0,-0.25,-171.83704377009855
0.0,-0.25,-171.84456966970265
0.0,-0.25,-160.27619304369563
0.0,-0.25,-148.7799449011886
0.0,-0.25,-147.23479853781592
0.0,-0.25,-148.37341634784786
0.0,-0.25,-171.78635653325816
0.0,-0.25,-170.4640384157736
0.0,-0.25,-147.88901167182462
0.0,-0.25,-181.71823138434792
0.0,-0.25,-168.2031831293399
0.0,-0.25,-162.50173080080447
0.0,-0.25,-175.53667977550973
0.0,-0.25,-149.7259459665812
0.0,-0.25,-140.46155418364853
0.0,-0.25,-163.25797686173817
0.0,-0.25,-169.83907265883974
0.0,-0.25,-161.87369853356424
0.0,-0.25,-150.59568825833568
0.0,-0.25,-191.44624294070576
0.0,-0.25,-139.77277192847342
0.0,-0.25,-170.60196868217898
0.0,-0.25,-142.04489888765931
0.0,-0.25,-159.68197216441038
0.0,-0.25,-176.58166069315845
0.0,-0.25,-137.1265578491791
0.0,-0.25,-147.64694624093346
0.0,-0.25,-162.23815811193288
0.0,-0.25,-168.3861062057629
0.0,-0.25,-136.52900643940077
0.0,-0.25,-183.0810844234513
0.0,-0.25,-186.7548968056878
0.0,-0.25,-181.01166835951344
0.0,-0.25,-159.54621152887805
0.0,-0.25,-174.4905242826057
0.0,-0.25,-193.86274554801088
0.0,-0.25,-155.2873165190528
0.0,-0.25,-177.02880204781752
0.0,-0.25,-165.28054605891762
0.0,-0.25,-181.20540540198408
0.0,-0.25,-169.5209082954816
0.0,-0.25,-162.5429895833919
0.0,-0.25,-150.54869749708934
0.0,-0.25,-181.41210778561162
0.0,-0.25,-175.55958766733085
0.0,-0.25,-183.7676149256872
0.0,-0.25,-165.331332968397
0.0,-0.25,-186.6773369700775
0.0,-0.25,-177.5467963627702
0.0,-0.25,-152.16262077053543
0.0,-0.25,-156.40079482727884
0.0,-0.25,-150.19539345629897
0.0,-0.25,-154.8529719096613
0.0,-0.25,-174.9312814387424
0.0,-0.25,-175.78865887047812
0.0,-0.25,-185.03728115417658
0.0,-0.25,-180.57036925095207
0.0,-0.25,-177.05144631982216
0.0,-0.25,-165.92241773146714
0.0,-0.25,-165.74818079222703
0.0,-0.25,-173.09074757272163
0.0,-0.25,-153.54811746871061
0.0,-0.25,-144.66189924931152
0.0,-0.25,-155.3430786399541
0.0,-0.25,-185.99790381242929
0.0,-0.25,-178.78755658394613
0.0,-0.25,-159.91724679566224
0.0,-0.25,-162.06629452263118
0.0,-0.25,-130.03906704887686
0.0,-0.25,-159.3413886363831
0.0,-0.25,-157.08820435102513
0.0,-0.25,-155.15708264453147
0.0,-0.25,-142.01658534940742
