Stay,Investigate,Relocate
0.0,-0.25,-135.01611556718626
0.0,-0.25,-150.0695083527673
0.0,-0.25,-139.96500521539738
0.0,-0.25,-174.0567078991534
0.0,-0.25,-157.41704469384734
0.0,-0.25,-139.8510564582371
0.0,-0.25,-187.17854795357158
0.0,-0.25,-143.7006309014972
0.0,-0.25,-155.22171580527302
0.0,-0.25,-152.9384797001981
0.0,-0.25,-144.71742194097234
0.0,-0.25,-182.45133085203628
0.0,-0.25,-149.76415764388446
0.0,-0.25,-181.7087865975801
0.0,-0.25,-144.98160462816844
0.0,-0.25,-158.38962797366503
0.0,-0.25,-142.14335814828337
0.0,-0.25,-169.48398445543563
0.0,-0.25,-181.412592959044
0.0,-0.25,-151.53169146575587
0.0,-0.25,-143.89206384497848
0.0,-0.25,-169.05342025062086
0.0,-0.25,-198.05351756364712
0.0,-0.25,-165.91098156010142
0.0,-0.25,-134.80487066624733
0.0,-0.25,-147.7891683067729
0.0,-0.25,-181.6366642033622
0.0,-0.25,-174.42571865566836
0.0,-0.25,-158.21643387705035
0.0,-0.25,-164.6462875464828
0.0,-0.25,-160.35981541339683
0.0,-0.25,-172.88956114890095
0.0,-0.25,-186.28736293316604
0.0,-0.25,-181.26461792085294
0.0,-0.25,-159.48913132788311
0.0,-0.25,-177.4727282709158
0.0,-0.25,-149.05152984433377
0.0,-0.25,-152.2155003410901
0.0,-0.25,-197.18631149202807
0.0,-0.25,-169.2320172771442
0.0,-0.25,-153.3908511458806
0.0,-0.25,-150.44678774469284
0.0,-0.25,-161.23318080703035
0.0,-0.25,-169.70359430300348
0.0,-0.25,-173.32747258174453
0.0,-0.25,-149.0376478415135
0.0,-0.25,-139.11833701980513
0.0,-0.25,-165.25900211487362
0.0,-0.25,-170.31205760141154
0.0,-0.25,-162.9528896380796
0.0,-0.25,-147.1264747521829
0.0,-0.25,-183.0806880610222
0.0,-0.25,-162.65032945674028
0.0,-0.25,-141.07596963759462
0.0,-0.25,-131.60756211877901
0.0,-0.25,-175.91406185302284
0.0,-0.25,-158.09298394510637
0.0,-0.25,-174.72628545325153
0.0,-0.25,-172.48442311357397
0.0,-0.25,-132.23025307597925
0.0,-0.25,-149.2386873695873
0.0,-0.25,-136.61546179137662
0.0,-0.25,-171.00925571443435
0.0,-0.25,-171.09888564583022
0.0,-0.25,-165.1017048193911
0.0,-0.25,-169.93595040786482
0.0,-0.25,-157.8765144594118
0.0,-0.25,-185.71527738417893
0.0,-0.25,-135.58664427469986
0.0,-0.25,-159.84223120041153
0.0,-0.25,-168.43231375953934
0.0,-0.25,-153.42387157572608
0.0,-0.25,-173.9324000762946
0.0,-0.25,-154.85952078505426
0.0,-0.25,-172.7116538989888
0.0,-0.25,-138.7618395919471
0.0,-0.25,-129.1739389423892
0.0,-0.25,-168.10186803978078
0.0,-0.25,-146.8335987707344
0.0,-0.25,-181.85597281338443
0.0,-0.25,-176.4646807791131
0.0,-0.25,-165.63170955268848
0.0,-0.25,-151.36128339944977
0.0,-0.25,-153.1281081877057
0.0,-0.25,-154.17937596701537
0.0,-0.25,-166.4378483949608
0.0,-0.25,-158.87183054557855
0.0,-0.25,-150.44886471586096
0.0,-0.25,-183.24482477802798
0.0,-0.25,-171.4552658128483
0.0,-0.25,-162.6074962164448
0.0,-0.25,-172.15645669415642
0.0,-0.25,-165.30504215801736
0.0,-0.25,-159.93411554219074
0.0,-0.25,-185.63557967682465
0.0,-0.25,-144.44857899050956
0.0,-0.25,-185.7094149385173
0.0,-0.25,-179.29163134072377
0.0,-0.25,-160.70475992213062
0.0,-0.25,-184.68221391578956
0.0,-0.25,-177.97618817108733
0.0,-0.25,-159.45255555812722
0.0,-0.25,-161.20878553206634
0.0,-0.25,-151.50710802559144
0.0,-0.25,-163.1668478665063
0.0,-0.25,-190.84521502888848
0.0,-0.25,-163.87296188636265
0.0,-0.25,-146.61012352666316
0.0,-0.25,-189.99901658982105
0.0,-0.25,-168.34936119324428
0.0,-0.25,-168.12446335852232
0.0,-0.25,-130.68667099898644
0.0,-0.25,-153.28936174976184
0.0,-0.25,-159.16011783920078
0.0,-0.25,-159.320795648397
0.0,-0.25,-128.06197035325656
0.0,-0.25,-155.20382108100728
0.0,-0.25,-175.54725115926718
0.0,-0.25,-190.59446660417308
0.0,-0.25,-154.9832643144487
0.0,-0.25,-170.80296042977275
0.0,-0.25,-168.69516568679407
0.0,-0.25,-174.6482212525111
0.0,-0.25,-144.985620047604
0.0,-0.25,-148.68496809300882
0.0,-0.25,-147.82496497120803
0.0,-0.25,-171.53670130988053
0.0,-0.25,-147.9025881533787
0.0,-0.25,-150.0734440111477
0.0,-0.25,-186.38225704881933
0.0,-0.25,-155.36022621516847
0.0,-0.25,-162.5788633672675
0.0,-0.25,-152.24543083127682
0.0,-0.25,-176.0468279097288
0.0,-0.25,-148.682335436894
0.0,-0.25,-162.90820464244774
0.0,-0.25,-177.7242994335341
0.0,-0.25,-163.6627060250906
0.0,-0.25,-166.2855953343875
0.0,-0.25,-163.014142543939
0.0,-0.25,-179.7813699952525
0.0,-0.25,-155.511663295374
0.0,-0.25,-138.01166888799656
0.0,-0.25,-159.30712129141617
0.0,-0.25,-183.96262404606745
0.0,-0.25,-156.94689979001035
0.0,-0.25,-188.9263136373959
0.0,-0.25,-174.2297680759198
0.0,-0.25,-172.45924881687125
0.0,-0.25,-169.2153580583093
0.0,-0.25,-177.42577720200745
0.0,-0.25,-147.44773224164274
0.0,-0.25,-170.01067407162154
0.0,-0.25,-181.15636941107437
0.0,-0.25,-172.9539692618221
0.0,-0.25,-150.84906152137776
0.0,-0.25,-158.14623705823115
0.0,-0.25,-156.87811104025823
0.0,-0.25,-134.1296440188412
0.0,-0.25,-149.15423054696933
0.0,-0.25,-128.05337400147536
0.0,-0.25,-179.01745582388247
0.0,-0.25,-139.18953735743543
0.0,-0.25,-161.85328803834233
0.0,-0.25,-159.00958663517952
0.0,-0.25,-149.09297827179515
0.0,-0.25,-154.828985632995
0.0,-0.25,-164.52492288001955
0.0,-0.25,-187.4441262283594
0.0,-0.25,-156.30757397480147
0.0,-0.25,-144.40698922357564
0.0,-0.25,-159.05227685461492
0.0,-0.25,-145.54241877714654
0.0,-0.25,-162.6074846310526
0.0,-0.25,-145.53651277304016
0.0,-0.25,-159.9631731424002
0.0,-0.25,-158.6489586729326
0.0,-0.25,-158.28643875051134
0.0,-0.25,-175.66142063205774
0.0,-0.25,-135.60551111068986
0.0,-0.25,-195.63767243558792
0.0,-0.25,-157.09221446373925
0.0,-0.25,-187.4414165695825
0.0,-0.25,-182.78251321667534
0.0,-0.25,-160.24905871695228
0.0,-0.25,-163.87910233318615
0.0,-0.25,-182.13965008697068
0.0,-0.25,-185.2281197773791
0.0,-0.25,-169.44066693026633
0.0,-0.25,-143.4447096481967
0.0,-0.25,-156.73421036593706
0.0,-0.25,-176.26225611611412
0.0,-0.25,-186.691870185936
0.0,-0.25,-155.56971505434544
0.0,-0.25,-199.3189039023886
0.0,-0.25,-166.5597800938964
0.0,-0.25,-175.2513071096186
0.0,-0.25,-172.89694562029356
0.0,-0.25,-152.24243923802194
0.0,-0.25,-158.6060771815517
0.0,-0.25,-150.4333386274402
0.0,-0.25,-158.33180114730163
0.0,-0.25,-158.8362082141688
0.0,-0.25,-173.39894872855217
0.0,-0.25,-174.17282284634706
0.0,-0.25,-187.61486347833133
0.0,-0.25,-162.7084853733425
0.0,-0.25,-159.77455232199873
0.0,-0.25,-153.57105654087107
0.0,-0.25,-160.50835536394408
0.0,-0.25,-141.53146554854
0.0,-0.25,-145.52023030713494
0.0,-0.25,-171.7898140759253
0.0,-0.25,-142.3149587200044
0.0,-0.25,-141.26524782289292
0.0,-0.25,-172.98795354226004
0.0,-0.25,-186.01833179036825
0.0,-0.25,-144.06172993590033
0.0,-0.25,-167.43959656023011
0.0,-0.25,-164.32946336218527
0.0,-0.25,-140.26409714588297
0.0,-0.25,-151.94979205648846
0.0,-0.25,-138.07302312194972
0.0,-0.25,-149.67868185417103
0.0,-0.25,-159.09555941642168
0.0,-0.25,-150.95379072727022
0.0,-0.25,-190.06814398751456
0.0,-0.25,-187.21722512157717
0.0,-0.25,-186.02030228513271
0.0,-0.25,-156.0164598111267
0.0,-0.25,-180.02466995900215
0.0,-0.25,-141.04062777836117
0.0,-0.25,-152.59853947972056
0.0,-0.25,-154.80973994771384
0.0,-0.25,-144.4334696483918
0.0,-0.25,-162.31655615186557
0.0,-0.25,-173.97511996688783
0.0,-0.25,-145.86799472446663
0.0,-0.25,-183.2580462729289
0.0,-0.25,-147.56389918669876
0.0,-0.25,-173.8182577359246
0.0,-0.25,-164.02477766659422
0.0,-0.25,-165.26765858291216
0.0,-0.25,-172.8236633616167
0.0,-0.25,-129.11225755741424
0.0,-0.25,-138.1796009516715
0.0,-0.25,-173.19939857487165
0.0,-0.25,-176.73778121222355
0.0,-0.25,-167.787122584595
0.0,-0.25,-155.7789551189736
0.0,-0.25,-189.929589670128
0.0,-0.25,-173.47683249735863
0.0,-0.25,-146.31813942438012
0.0,-0.25,-173.99700833936956
0.0,-0.25,-175.35764563778812
0.0,-0.25,-190.44884909865053
0.0,-0.25,-149.0413735541526
0.0,-0.25,-185.57899834116884
0.0,-0.25,-148.72817326525018
0.0,-0.25,-143.38180631348553
0.0,-0.25,-163.56338186017405
0.0,-0.25,-179.2514169776873
0.0,-0.25,-166.35800432933212
0.0,-0.25,-144.28514099081664
0.0,-0.25,-139.77644107982943
0.0,-0.25,-156.55177699752213
0.0,-0.25,-165.01725014122923
0.0,-0.25,-168.5317862545238
0.0,-0.25,-159.39748499858922
0.0,-0.25,-137.8309859067921
0.0,-0.25,-163.28614724002395
0.0,-0.25,-179.52943920924443
0.0,-0.25,-129.37032688012368
0.0,-0.25,-178.30219210710317
0.0,-0.25,-167.64715641019765
0.0,-0.25,-160.6478336153976
0.0,-0.25,-165.48410986438418
0.0,-0.25,-134.01955718975796
0.0,-0.25,-180.17097651606227
0.0,-0.25,-172.38823617105848
0.0,-0.25,-185.31330765360346
0.0,-0.25,-163.55333292016417
0.0,-0.25,-181.04869082867404
0.0,-0.25,-145.95319844687734
0.0,-0.25,-148.54015246442842
0.0,-0.25,-159.1495713420819
0.0,-0.25,-148.67203628396882
0.0,-0.25,-174.9997008588264
0.0,-0.25,-176.25474942554834
0.0,-0.25,-135.72607138464764
0.0,-0.25,-192.69011279690585
0.0,-0.25,-181.83929342395513
0.0,-0.25,-140.582183045118
0.0,-0.25,-141.87847574386254
0.0,-0.25,-153.6529351391748
0.0,-0.25,-136.2649413394991
0.0,-0.25,-148.84530939609363
0.0,-0.25,-137.69934789683074
0.0,-0.25,-160.68719877515946
0.0,-0.25,-195.38356489452366
0.0,-0.25,-176.7479980902157
0.0,-0.25,-165.79915981493366
0.0,-0.25,-137.19418284712233
0.0,-0.25,-173.4280540864571
0.0,-0.25,-196.91132050210138
0.0,-0.25,-159.0706903147698
0.0,-0.25,-151.68494307857884
0.0,-0.25,-136.2999798894152
0.0,-0.25,-162.7466245999553
0.0,-0.25,-155.07649726339025
0.0,-0.25,-181.89556265861293
0.0,-0.25,-174.75131932665818
0.0,-0.25,-187.31832979527707
0.0,-0.25,-139.76716663561513
0.0,-0.25,-187.58277211383273
0.0,-0.25,-147.07156147579317
0.0,-0.25,-159.0268140356394
0.0,-0.25,-168.79890530959545
0.0,-0.25,-169.33923364543762
0.0,-0.25,-136.22385434056338
0.0,-0.25,-147.18929406787427
0.0,-0.25,-149.30084114381992
0.0,-0.25,-160.9654858163684
0.0,-0.25,-158.2494791930578
0.0,-0.25,-173.38244594643962
0.0,-0.25,-178.9470081142937
0.0,-0.25,-159.73564346570183
0.0,-0.25,-156.10959119941342
0.0,-0.25,-138.98665257740103
0.0,-0.25,-151.97719103575162
0.0,-0.25,-156.80547970700906
0.0,-0.25,-154.1729556005779
0.0,-0.25,-147.3229852798539
0.0,-0.25,-162.82381890412086
0.0,-0.25,-165.6483547884572
0.0,-0.25,-183.513624445259
0.0,-0.25,-177.71618648305767
0.0,-0.25,-183.619819293222
0.0,-0.25,-155.23260017351336
0.0,-0.25,-164.11916155641114
0.0,-0.25,-173.36967222089706
0.0,-0.25,-183.694568164078
0.0,-0.25,-168.97346273462986
0.0,-0.25,-164.1844443158041
0.0,-0.25,-146.46263511645444
0.0,-0.25,-184.82557201273636
0.0,-0.25,-176.8126688033211
0.0,-0.25,-174.82549475841012
0.0,-0.25,-179.61344035821915
0.0,-0.25,-193.61587904705658
0.0,-0.25,-184.4903193800086
0.0,-0.25,-140.5279307469816
0.0,-0.25,-185.48565140124055
0.0,-0.25,-171.72341977022242
0.0,-0.25,-164.0257880391969
0.0,-0.25,-165.66959247164237
0.0,-0.25,-147.65283903999182
0.0,-0.25,-185.13602557038186
0.0,-0.25,-158.48003719237303
0.0,-0.25,-173.01609975380978
0.0,-0.25,-184.54469039160662
0.0,-0.25,-167.2499141421307
0.0,-0.25,-174.0536725471031
0.0,-0.25,-163.21029641473777
0.0,-0.25,-146.5737682432773
0.0,-0.25,-188.82182483044335
0.0,-0.25,-162.0719090048618
0.0,-0.25,-140.81573505343556
0.0,-0.25,-162.27798425580798
0.0,-0.25,-157.1971275711418
0.0,-0.25,-168.47926039222733
0.0,-0.25,-165.55517894651265
0.0,-0.25,-152.9725622363275
0.0,-0.25,-139.07907086609754
0.0,-0.25,-184.5793608994392
0.0,-0.25,-179.76486161723804
0.0,-0.25,-177.0186705797268
0.0,-0.25,-181.1038523629265
0.0,-0.25,-181.67219616456796
0.0,-0.25,-189.97896091768078
0.0,-0.25,-153.30653150656298
0.0,-0.25,-169.80641374423627
0.0,-0.25,-157.768694783486
0.0,-0.25,-179.79484529295885
0.0,-0.25,-135.2993850065958
0.0,-0.25,-162.49127357654874
0.0,-0.25,-144.90239046242345
0.0,-0.25,-184.13194897184403
0.0,-0.25,-190.6079866743913
0.0,-0.25,-181.83777770943038
0.0,-0.25,-174.571413266294
0.0,-0.25,-173.32607303322783
0.0,-0.25,-143.9328321176568
0.0,-0.25,-163.11801368513517
0.0,-0.25,-142.02311745200092
0.0,-0.25,-199.38392470684795
0.0,-0.25,-190.46585184162478
0.0,-0.25,-186.35582556062857
0.0,-0.25,-182.4431821692867
0.0,-0.25,-190.7557738122106
0.0,-0.25,-190.36946690078344
0.0,-0.25,-156.81197469313605
0.0,-0.25,-186.7497332279953
0.0,-0.25,-162.77647549503877
0.0,-0.25,-154.2844842400113
0.0,-0.25,-144.5658125826885
0.0,-0.25,-173.20680225767498
0.0,-0.25,-156.665231560962
0.0,-0.25,-163.76661666275226
0.0,-0.25,-174.99910101043852
0.0,-0.25,-188.67481121063634
0.0,-0.25,-155.2652821253205
0.0,-0.25,-149.85024182336375
0.0,-0.25,-147.49567351253023
0.0,-0.25,-159.57554251409883
0.0,-0.25,-141.83133571908255
0.0,-0.25,-160.9645124607274
0.0,-0.25,-145.9434684789254
0.0,-0.25,-147.45936930410906
0.0,-0.25,-156.4728572952893
0.0,-0.25,-158.39859218674528
0.0,-0.25,-147.10398574048523
0.0,-0.25,-167.2635775887365
0.0,-0.25,-141.99434546083674
0.0,-0.25,-151.53840852021023
0.0,-0.25,-159.054526901237
0.0,-0.25,-160.95096169770903
0.0,-0.25,-168.36544654850096
0.0,-0.25,-178.81198370062344
0.0,-0.25,-149.84203943538552
0.0,-0.25,-184.21780830378097
0.0,-0.25,-149.05357485313345
0.0,-0.25,-176.03864412675856
0.0,-0.25,-150.72221629315183
0.0,-0.25,-168.79240680012262
0.0,-0.25,-195.15063558719584
0.0,-0.25,-182.49627500223554
0.0,-0.25,-153.57479449077613
0.0,-0.25,-149.1472322700331
0.0,-0.25,-146.09019682585162
0.0,-0.25,-160.747047026467
0.0,-0.25,-166.85047154528047
0.0,-0.25,-168.55030018791317
0.0,-0.25,-156.4733873695296
0.0,-0.25,-184.14598825512363
0.0,-0.25,-154.47887316790576
0.0,-0.25,-156.33793439028375
0.0,-0.25,-145.45452370971262
0.0,-0.25,-171.10719149095377
0.0,-0.25,-160.555758465742
0.0,-0.25,-157.73113556542626
0.0,-0.25,-173.5323117456436
0.0,-0.25,-140.68556671526923
0.0,-0.25,-148.88567183419275
0.0,-0.25,-160.75788175356615
0.0,-0.25,-183.4662383364844
0.0,-0.25,-175.02509178711136
0.0,-0.25,-174.96505168252133
0.0,-0.25,-134.66363433224777
0.0,-0.25,-146.8395594015302
0.0,-0.25,-166.7021434258884
0.0,-0.25,-162.1547115857441
0.0,-0.25,-140.122660784388
0.0,-0.25,-179.30837650458452
0.0,-0.25,-164.98547099825478
0.0,-0.25,-189.6509028280961
0.0,-0.25,-132.19415252049026
0.0,-0.25,-168.27159564078383
0.0,-0.25,-153.31811855999848
0.0,-0.25,-153.72528195672803
0.0,-0.25,-167.20672241058182
0.0,-0.25,-149.07404969071274
0.0,-0.25,-157.994211808217
0.0,-0.25,-155.92312389888434
0.0,-0.25,-153.54508089227835
0.0,-0.25,-192.6890617312413
0.0,-0.25,-173.9453213259329
0.0,-0.25,-188.72874652827937
0.0,-0.25,-169.77305996693383
0.0,-0.25,-162.53922189349214
0.0,-0.25,-150.69317739704837
0.0,-0.25,-163.77062873885905
0.0,-0.25,-154.53711910859803
0.0,-0.25,-131.07122161181468
0.0,-0.25,-133.3600418600674
0.0,-0.25,-166.35352856853157
0.0,-0.25,-162.01285676059595
0.0,-0.25,-143.5717349253367
0.0,-0.25,-145.10919820410987
0.0,-0.25,-132.73392719089426
0.0,-0.25,-157.90788790190348
0.0,-0.25,-147.0406370627324
0.0,-0.25,-158.35197936967901
0.0,-0.25,-168.51597869311078
0.0,-0.25,-169.66046446986266
0.0,-0.25,-196.35792022502437
0.0,-0.25,-186.4558406849292
0.0,-0.25,-173.5250665869351
0.0,-0.25,-150.96195681423157
0.0,-0.25,-143.08434515967477
0.0,-0.25,-182.9948041403794
0.0,-0.25,-154.8571703268402
0.0,-0.25,-161.92089095915833
0.0,-0.25,-157.13492931159763
0.0,-0.25,-181.03782936867802
0.0,-0.25,-142.0227405448185
0.0,-0.25,-136.19727744746035
0.0,-0.25,-160.18700566267165
0.0,-0.25,-152.93449739106455
0.0,-0.25,-173.06866986790624
0.0,-0.25,-145.70630805883334
0.0,-0.25,-164.52548726234446
0.0,-0.25,-138.43011091495612
0.0,-0.25,-139.7640399366103
0.0,-0.25,-187.8197790557524
0.0,-0.25,-133.5112926193168
0.0,-0.25,-180.4253139225831
0.0,-0.25,-156.7505409596995
0.0,-0.25,-177.23479960944897
0.0,-0.25,-160.10630945540873
0.0,-0.25,-168.08172196113458
0.0,-0.25,-128.90927459765317
0.0,-0.25,-147.97514737785525
0.0,-0.25,-145.17083936766338
0.0,-0.25,-142.39349453098586
0.0,-0.25,-148.24971957984837
0.0,-0.25,-162.99827580621044
0.0,-0.25,-164.3702776637242
0.0,-0.25,-145.371797056093
0.0,-0.25,-155.51170795799052
0.0,-0.25,-177.3026057108023
0.0,-0.25,-162.3161525609645
0.0,-0.25,-133.34780084381867
0.0,-0.25,-136.10056187684677
0.0,-0.25,-156.3808300536079
0.0,-0.25,-169.41374484333437
0.0,-0.25,-188.79508767548617
0.0,-0.25,-174.4385421132848
0.0,-0.25,-188.04157407671866
0.0,-0.25,-164.792156995276
0.0,-0.25,-176.8011250086133
0.0,-0.25,-154.5217648333813
0.0,-0.25,-158.45516692295345
0.0,-0.25,-139.6490185278153
0.0,-0.25,-155.793726992071
0.0,-0.25,-164.3370007491408
0.0,-0.25,-144.67837461541768
0.0,-0.25,-151.3953189593334
0.0,-0.25,-157.04294698567043
0.0,-0.25,-138.38991892060156
0.0,-0.25,-160.92760039741003
0.0,-0.25,-190.3112577409274
0.0,-0.25,-148.42736359623888
0.0,-0.25,-171.64345937361512
0.0,-0.25,-162.56454098146943
0.0,-0.25,-168.44375096928772
0.0,-0.25,-148.22839848718743
0.0,-0.25,-153.7901521318624
0.0,-0.25,-164.96149920062564
0.0,-0.25,-169.33985834461478
0.0,-0.25,-164.43273194176703
0.0,-0.25,-155.7947245651497
0.0,-0.25,-169.37180658849638
0.0,-0.25,-161.4123310874589
0.0,-0.25,-176.8525149577797
0.0,-0.25,-140.55058610228005
0.0,-0.25,-160.52982165245587
0.0,-0.25,-166.66955944527402
0.0,-0.25,-156.67718643876557
0.0,-0.25,-151.0923692487616
0.0,-0.25,-173.27140777458078
0.0,-0.25,-165.85018133175402
0.0,-0.25,-188.4300295281377
0.0,-0.25,-193.82272716271058
0.0,-0.25,-165.65325398994727
0.0,-0.25,-179.97601714956184
0.0,-0.25,-156.48050836388785
0.0,-0.25,-168.0764677532826
0.0,-0.25,-164.31703145746837
0.0,-0.25,-161.98519022078813
0.0,-0.25,-156.74648651873088
0.0,-0.25,-148.6693085922199
0.0,-0.25,-174.81704004843104
0.0,-0.25,-159.50874875173193
0.0,-0.25,-186.03104028588925
0.0,-0.25,-177.30031004416196
0.0,-0.25,-134.38294913881083
0.0,-0.25,-181.67805957614692
0.0,-0.25,-146.05101286825115
0.0,-0.25,-163.53244409177572
0.0,-0.25,-198.31236441238335
0.0,-0.25,-135.9621434517313
0.0,-0.25,-147.33867288757136
0.0,-0.25,-166.53093106895474
0.0,-0.25,-132.51695846341656
0.0,-0.25,-131.38225380720417
0.0,-0.25,-153.92305935233978
0.0,-0.25,-135.63269188630608
0.0,-0.25,-182.00984163065343
0.0,-0.25,-168.63424122098183
0.0,-0.25,-162.7277386815368
0.0,-0.25,-173.12351905331857
0.0,-0.25,-148.9944422638796
0.0,-0.25,-153.0050270682606
0.0,-0.25,-158.25153444987208
0.0,-0.25,-145.97501329885037
0.0,-0.25,-165.13416660822415
0.0,-0.25,-154.36191825145247
0.0,-0.25,-189.26176523591167
0.0,-0.25,-183.55428664360554
0.0,-0.25,-181.31038598341135
0.0,-0.25,-163.21816821231496
0.0,-0.25,-156.5026333985695
0.0,-0.25,-133.96433601665936
0.0,-0.25,-133.7805702650914
0.0,-0.25,-147.28352041463123
0.0,-0.25,-151.5252839038688
0.0,-0.25,-157.78335028846692
0.0,-0.25,-163.10635969906815
0.0,-0.25,-152.24757739272584
0.0,-0.25,-153.97468889805526
0.0,-0.25,-164.15329437309768
0.0,-0.25,-178.44723072288159
0.0,-0.25,-192.43375118255776
0.0,-0.25,-171.7933462933933
0.0,-0.25,-160.99830395961453
0.0,-0.25,-184.58466803464432
0.0,-0.25,-142.12462945520548
0.0,-0.25,-150.40849044039416
0.0,-0.25,-159.27934002339367
0.0,-0.25,-190.61713131042404
0.0,-0.25,-173.86212102626584
0.0,-0.25,-192.47333924636007
0.0,-0.25,-147.01513619563372
0.0,-0.25,-176.8343014948915
0.0,-0.25,-154.39068135904066
0.0,-0.25,-167.628539356004
0.0,-0.25,-165.94650940417844
0.0,-0.25,-189.28803427153312
0.0,-0.25,-152.2473045581121
0.0,-0.25,-186.23780024577906
0.0,-0.25,-144.24932893944856
0.0,-0.25,-187.0181588115445
0.0,-0.25,-166.56382508367312
0.0,-0.25,-155.98502297955855
0.0,-0.25,-187.81649056283678
0.0,-0.25,-177.97248549221837
0.0,-0.25,-174.9707006176495
0.0,-0.25,-164.0147557814041
0.0,-0.25,-159.4315398744144
0.0,-0.25,-151.47451945331522
0.0,-0.25,-172.2563153255629
0.0,-0.25,-183.58955778645822
0.0,-0.25,-139.8986233377942
0.0,-0.25,-154.92239316027258
0.0,-0.25,-164.43324120714144
0.0,-0.25,-185.3260761452227
0.0,-0.25,-186.65953901437734
0.0,-0.25,-161.12193758323988
0.0,-0.25,-161.8025605093691
0.0,-0.25,-159.34872548217925
0.0,-0.25,-162.81819571886095
0.0,-0.25,-142.61121630370653
0.0,-0.25,-195.6616830291582
0.0,-0.25,-162.36142228609822
0.0,-0.25,-172.5524891391341
0.0,-0.25,-148.8217608294125
0.0,-0.25,-176.91144107607542
0.0,-0.25,-141.69196639684682
0.0,-0.25,-168.52878138879692
0.0,-0.25,-158.7046874332978
0.0,-0.25,-165.61631998367113
0.0,-0.25,-170.14658223378072
0.0,-0.25,-167.6397964852008
0.0,-0.25,-156.58525402320015
0.0,-0.25,-183.02900242840656
0.0,-0.25,-159.8579330939881
0.0,-0.25,-142.6570033308431
0.0,-0.25,-151.71526538895273
0.0,-0.25,-134.97888611335748
0.0,-0.25,-161.4361547551232
0.0,-0.25,-186.9160131025095
0.0,-0.25,-154.71469584713608
0.0,-0.25,-166.6309403376631
0.0,-0.25,-167.24816614804988
0.0,-0.25,-175.89752871874285
0.0,-0.25,-153.14364763803667
0.0,-0.25,-139.42508006987046
0.0,-0.25,-189.88877604514332
0.0,-0.25,-197.1905111131458
0.0,-0.25,-162.70785452190557
0.0,-0.25,-154.33735454871436
0.0,-0.25,-184.2226287558019
0.0,-0.25,-181.6227397598467
0.0,-0.25,-132.52514497294555
0.0,-0.25,-179.57284765846265
0.0,-0.25,-137.12538457223684
0.0,-0.25,-186.4602911066553
0.0,-0.25,-143.78004593356263
0.0,-0.25,-159.3073067837887
0.0,-0.25,-176.9996329781346
0.0,-0.25,-176.4319057357492
0.0,-0.25,-163.010228671507
0.0,-0.25,-164.653859790862
0.0,-0.25,-138.34937365462568
0.0,-0.25,-141.3649088447971
0.0,-0.25,-133.7328862415662
0.0,-0.25,-182.69189133727517
0.0,-0.25,-152.93281675914025
0.0,-0.25,-167.38092457057675
0.0,-0.25,-170.4918525703847
0.0,-0.25,-148.60883387136712
0.0,-0.25,-162.0495782069901
0.0,-0.25,-129.91560833688862
0.0,-0.25,-151.42361812751048
0.0,-0.25,-181.85889976573765
0.0,-0.25,-183.85404247538898
0.0,-0.25,-142.34079742825648
0.0,-0.25,-161.91233596728927
0.0,-0.25,-164.0612480236189
0.0,-0.25,-146.41160081365612
0.0,-0.25,-177.13505842506365
0.0,-0.25,-142.11160323379974
0.0,-0.25,-196.1450449267298
0.0,-0.25,-164.77439377198894
0.0,-0.25,-168.81763710948633
0.0,-0.25,-158.60357661182945
0.0,-0.25,-152.80038364669704
0.0,-0.25,-158.5091632295566
0.0,-0.25,-135.09023961330635
0.0,-0.25,-153.34099977540453
0.0,-0.25,-135.42564848032276
0.0,-0.25,-151.7070324997611
0.0,-0.25,-147.0895446096114
0.0,-0.25,-175.79829945297416
0.0,-0.25,-149.09289377964632
0.0,-0.25,-158.31399095361851
0.0,-0.25,-169.96645427467146
0.0,-0.25,-149.28281115026377
0.0,-0.25,-161.03852137007732
0.0,-0.25,-175.4645605613405
0.0,-0.25,-143.07378110909625
0.0,-0.25,-172.51683546719164
0.0,-0.25,-159.05187996755515
0.0,-0.25,-160.45258492680378
0.0,-0.25,-186.2254036702427
0.0,-0.25,-197.40998070695758
0.0,-0.25,-138.2803977416683
0.0,-0.25,-137.54680113159276
0.0,-0.25,-172.73551979937045
0.0,-0.25,-180.6220206609876
0.0,-0.25,-163.0038985563559
0.0,-0.25,-155.4152257490748
0.0,-0.25,-153.98436255705153
0.0,-0.25,-169.8129019591921
0.0,-0.25,-180.34621874167013
0.0,-0.25,-154.84024694327337
0.0,-0.25,-178.72484104632562
0.0,-0.25,-157.61116820675673
0.0,-0.25,-179.27548932716732
0.0,-0.25,-139.24725480089495
0.0,-0.25,-154.93159163960505
0.0,-0.25,-170.08679429325528
0.0,-0.25,-156.48186394020175
0.0,-0.25,-182.77309370234204
0.0,-0.25,-194.68449261151963
0.0,-0.25,-170.2342635966781
0.0,-0.25,-151.15559494790688
0.0,-0.25,-141.47209707183285
0.0,-0.25,-187.69437951293284
0.0,-0.25,-166.84710097080733
0.0,-0.25,-185.69419654433042
0.0,-0.25,-178.61601673392076
0.0,-0.25,-134.85978243132092
0.0,-0.25,-155.1260910805623
0.0,-0.25,-173.14149728909354
0.0,-0.25,-148.91957708467032
0.0,-0.25,-137.7993514846742
