season,team,games,observed_games,out_designations,out_per_observed_game,musculoskeletal_out_per_game,out_excluding_noninjury_per_game,reserve_per_game,win_share,coverage,rank_out
2023,NYJ,17,17,37.0,2.176470588235294,1.588235294117647,2.176470588235294,11.823529411764707,0.4117647058823529,1.0,8.0
2023,PHI,17,17,40.0,2.3529411764705883,1.8823529411764706,2.2941176470588234,7.0588235294117645,0.6470588235294118,1.0,6.0
2023,PIT,17,17,28.0,1.6470588235294117,1.5294117647058822,1.6470588235294117,7.117647058823529,0.5882352941176471,1.0,21.0
2023,SEA,17,17,30.0,1.7647058823529411,1.4705882352941178,1.588235294117647,10.0,0.5294117647058824,1.0,18.0
2023,SF,17,17,31.0,1.8235294117647058,1.6470588235294117,1.8235294117647058,6.117647058823529,0.7058823529411765,1.0,15.0
2023,TB,17,17,32.0,1.8823529411764706,1.7058823529411764,1.8823529411764706,3.1176470588235294,0.5294117647058824,1.0,13.0
2023,TEN,17,17,55.0,3.235294117647059,2.5294117647058822,3.0588235294117645,9.176470588235293,0.35294117647058826,1.0,1.0
2023,WAS,17,17,30.0,1.7647058823529411,1.4705882352941178,1.7058823529411764,13.764705882352942,0.23529411764705882,1.0,18.0
2024,ARI,17,17,30.0,1.7647058823529411,1.588235294117647,1.6470588235294117,9.235294117647058,0.47058823529411764,1.0,18.0
2024,ATL,17,17,29.0,1.7058823529411764,1.1176470588235294,1.7058823529411764,8.823529411764707,0.47058823529411764,1.0,19.0
2024,BAL,17,17,32.0,1.8823529411764706,1.2941176470588236,1.6470588235294117,8.117647058823529,0.7058823529411765,1.0,16.0
2024,BUF,17,17,26.0,1.5294117647058822,1.2941176470588236,1.5294117647058822,5.9411764705882355,0.7647058823529411,1.0,23.0
2024,CAR,17,17,41.0,2.411764705882353,2.0588235294117645,2.2941176470588234,11.470588235294118,0.29411764705882354,1.0,8.0
2024,CHI,17,17,41.0,2.411764705882353,1.6470588235294117,2.3529411764705883,8.941176470588236,0.29411764705882354,1.0,8.0
2024,CIN,17,17,22.0,1.2941176470588236,0.7058823529411765,0.9411764705882353,9.470588235294118,0.5294117647058824,1.0,30.0
2024,CLE,17,17,51.0,3.0,2.3529411764705883,3.0,14.470588235294118,0.17647058823529413,1.0,3.0
2024,DAL,17,17,35.0,2.0588235294117645,1.8235294117647058,2.0588235294117645,9.882352941176471,0.4117647058823529,1.0,14.0
2024,DEN,17,16,24.0,1.5,1.3125,1.4375,6.176470588235294,0.5882352941176471,0.9411764705882353,26.0
2024,DET,17,17,38.0,2.235294117647059,1.7647058823529411,1.8823529411764706,15.235294117647058,0.8823529411764706,1.0,12.0
2024,GB,17,17,32.0,1.8823529411764706,1.5294117647058822,1.8235294117647058,5.176470588235294,0.6470588235294118,1.0,16.0
2024,HOU,17,17,45.0,2.6470588235294117,2.176470588235294,2.5294117647058822,11.764705882352942,0.5882352941176471,1.0,6.0
2024,IND,17,17,25.0,1.4705882352941178,1.1764705882352942,1.3529411764705883,10.176470588235293,0.47058823529411764,1.0,27.0
2024,JAX,17,17,19.0,1.1176470588235294,0.9411764705882353,1.1176470588235294,7.352941176470588,0.23529411764705882,1.0,32.0
2024,KC,17,17,24.0,1.411764705882353,1.2352941176470589,1.411764705882353,8.647058823529411,0.8823529411764706,1.0,28.0
2024,LA,17,17,26.0,1.5294117647058822,1.411764705882353,1.4705882352941178,9.470588235294118,0.5882352941176471,1.0,23.0
2024,LAC,17,17,26.0,1.5294117647058822,1.411764705882353,1.5294117647058822,8.882352941176471,0.6470588235294118,1.0,23.0
2024,LV,17,17,37.0,2.176470588235294,1.9411764705882353,1.9411764705882353,8.764705882352942,0.23529411764705882,1.0,13.0
2024,MIA,17,17,23.0,1.3529411764705883,0.7647058823529411,1.2941176470588236,14.529411764705882,0.47058823529411764,1.0,29.0
2024,MIN,17,17,20.0,1.1764705882352942,1.1176470588235294,1.1764705882352942,8.705882352941176,0.8235294117647058,1.0,31.0
2024,NE,17,17,28.0,1.6470588235294117,1.3529411764705883,1.588235294117647,10.0,0.23529411764705882,1.0,21.0
2024,NO,17,17,52.0,3.0588235294117645,2.823529411764706,3.0588235294117645,10.176470588235293,0.29411764705882354,1.0,2.0
2024,NYG,17,17,39.0,2.2941176470588234,2.0,2.2941176470588234,10.235294117647058,0.17647058823529413,1.0,11.0
2024,NYJ,17,17,29.0,1.7058823529411764,1.4705882352941178,1.6470588235294117,11.0,0.29411764705882354,1.0,19.0
2024,PHI,17,17,27.0,1.588235294117647,1.2352941176470589,1.5294117647058822,6.294117647058823,0.8235294117647058,1.0,22.0
2024,PIT,17,17,47.0,2.764705882352941,2.7058823529411766,2.7058823529411766,12.117647058823529,0.5882352941176471,1.0,5.0
2024,SEA,17,17,44.0,2.588235294117647,2.4705882352941178,2.4705882352941178,7.0588235294117645,0.5882352941176471,1.0,7.0
2024,SF,17,17,55.0,3.235294117647059,2.8823529411764706,3.0588235294117645,12.058823529411764,0.35294117647058826,1.0,1.0
2024,TB,17,17,51.0,3.0,2.6470588235294117,3.0,9.588235294117647,0.5882352941176471,1.0,3.0
2024,TEN,17,17,40.0,2.3529411764705883,2.1176470588235294,2.3529411764705883,10.529411764705882,0.17647058823529413,1.0,10.0
2024,WAS,17,17,33.0,1.9411764705882353,1.4705882352941178,1.9411764705882353,4.647058823529412,0.7058823529411765,1.0,15.0
2025,ARI,17,17,60.0,3.5294117647058822,2.411764705882353,3.1176470588235294,17.352941176470587,0.17647058823529413,1.0,3.0
2025,ATL,17,17,63.0,3.7058823529411766,3.176470588235294,3.176470588235294,11.294117647058824,0.47058823529411764,1.0,2.0
2025,BAL,17,17,37.0,2.176470588235294,2.176470588235294,2.176470588235294,8.588235294117647,0.47058823529411764,1.0,22.0
2025,BUF,17,17,40.0,2.3529411764705883,2.235294117647059,2.3529411764705883,10.0,0.7058823529411765,1.0,18.0
2025,CAR,17,17,36.0,2.1176470588235294,1.8823529411764706,2.1176470588235294,7.764705882352941,0.47058823529411764,1.0,23.0
2025,CHI,17,17,49.0,2.8823529411764706,2.3529411764705883,2.823529411764706,8.823529411764707,0.6470588235294118,1.0,10.0
2025,CIN,17,17,35.0,2.0588235294117645,1.6470588235294117,1.9411764705882353,6.823529411764706,0.35294117647058826,1.0,25.0
2025,CLE,17,17,41.0,2.411764705882353,2.176470588235294,2.2941176470588234,11.176470588235293,0.29411764705882354,1.0,16.0
2025,DAL,17,17,44.0,2.588235294117647,2.3529411764705883,2.588235294117647,11.117647058823529,0.4411764705882353,1.0,13.0
2025,DEN,17,17,38.0,2.235294117647059,2.0,2.176470588235294,8.941176470588236,0.8235294117647058,1.0,19.0
2025,DET,17,17,70.0,4.117647058823529,3.588235294117647,4.0588235294117645,15.882352941176471,0.5294117647058824,1.0,1.0
2025,GB,17,17,44.0,2.588235294117647,2.4705882352941178,2.5294117647058822,8.529411764705882,0.5588235294117647,1.0,13.0
2025,HOU,17,17,43.0,2.5294117647058822,1.8823529411764706,2.4705882352941178,12.764705882352942,0.7058823529411765,1.0,15.0
2025,IND,17,17,50.0,2.9411764705882355,2.2941176470588234,2.9411764705882355,12.352941176470589,0.47058823529411764,1.0,8.0
2025,JAX,17,17,41.0,2.411764705882353,2.235294117647059,2.411764705882353,5.470588235294118,0.7647058823529411,1.0,16.0
2025,KC,17,17,31.0,1.8235294117647058,1.3529411764705883,1.5294117647058822,12.0,0.35294117647058826,1.0,28.0
2025,LA,17,17,7.0,0.4117647058823529,0.4117647058823529,0.4117647058823529,3.2941176470588234,0.7058823529411765,1.0,32.0
2025,LAC,17,17,30.0,1.7647058823529411,1.7058823529411764,1.7647058823529411,11.529411764705882,0.6470588235294118,1.0,30.0
2025,LV,17,17,20.0,1.1764705882352942,0.7647058823529411,1.1176470588235294,3.764705882352941,0.17647058823529413,1.0,31.0
2025,MIA,17,17,31.0,1.8235294117647058,1.7647058823529411,1.8235294117647058,16.0,0.4117647058823529,1.0,28.0
2025,MIN,17,17,45.0,2.6470588235294117,2.0588235294117645,2.6470588235294117,8.352941176470589,0.5294117647058824,1.0,11.0
2025,NE,17,17,32.0,1.8823529411764706,1.4705882352941178,1.7647058823529411,9.764705882352942,0.8235294117647058,1.0,27.0
2025,NO,17,17,38.0,2.235294117647059,2.1176470588235294,2.1176470588235294,11.941176470588236,0.35294117647058826,1.0,19.0
2025,NYG,17,17,55.0,3.235294117647059,2.764705882352941,3.1176470588235294,13.470588235294118,0.23529411764705882,1.0,4.0
2025,NYJ,17,17,51.0,3.0,2.2941176470588234,2.823529411764706,10.470588235294118,0.17647058823529413,1.0,7.0
2025,PHI,17,17,35.0,2.0588235294117645,1.8235294117647058,1.9411764705882353,8.529411764705882,0.6470588235294118,1.0,25.0
2025,PIT,17,17,38.0,2.235294117647059,1.8235294117647058,2.1176470588235294,12.058823529411764,0.5882352941176471,1.0,19.0
2025,SEA,17,17,36.0,2.1176470588235294,1.8823529411764706,2.1176470588235294,7.176470588235294,0.8235294117647058,1.0,23.0
2025,SF,17,17,45.0,2.6470588235294117,2.5294117647058822,2.6470588235294117,12.941176470588236,0.7058823529411765,1.0,11.0
2025,TB,17,17,54.0,3.176470588235294,2.6470588235294117,3.176470588235294,8.294117647058824,0.47058823529411764,1.0,5.0
2025,TEN,17,17,53.0,3.1176470588235294,2.588235294117647,3.1176470588235294,7.294117647058823,0.17647058823529413,1.0,6.0
2025,WAS,17,17,50.0,2.9411764705882355,2.7058823529411766,2.823529411764706,9.117647058823529,0.29411764705882354,1.0,8.0
